Date,Open,High,Low,Close,Adj Close,Volume
2020-02-20,4.3644,4.3956,4.329676,4.364,4.364,0
2020-02-21,4.390741,4.4032,4.3711,4.3923,4.3923,0
2020-02-24,4.3898,4.3995,4.365236,4.3898,4.3898,0
2020-02-25,4.3868,4.3887,4.366822,4.3866,4.3866,0
2020-02-26,4.3868,4.4322,4.350477,4.3868,4.3868,0
2020-02-27,4.4495,4.4979,4.446161,4.4491,4.4491,0
2020-02-28,4.482665,4.5123,4.461548,4.4848,4.4848,0
2020-03-02,4.4413,4.5026,4.4413,4.4413,4.4413,0
2020-03-03,4.4725,4.5071,4.448661,4.4724,4.4724,0
2020-03-04,4.5132,4.5558,4.501889,4.5132,4.5132,0
2020-03-05,4.5834,4.6533,4.580981,4.5834,4.5834,0
2020-03-06,4.604031,4.6691,4.602803,4.6062,4.6062,0
2020-03-09,4.6255,4.7889,4.62118,4.5898,4.5898,0
2020-03-10,4.723,4.7249,4.6552,4.7229,4.7229,0
2020-03-11,4.6425,4.6831,4.6152,4.6421,4.6421,0
2020-03-12,4.8134,5.0157,4.810665,4.8138,4.8138,0
2020-03-13,4.7904,4.7914,4.6483,4.7902,4.7902,0
2020-03-16,4.8526,4.988126,4.8526,4.8526,4.8526,0
2020-03-17,4.9994,5.0778,4.996051,4.999,4.999,0
2020-03-18,5.0099,5.1989,4.9835,5.0097,5.0097,0
2020-03-19,5.103829,5.2105,5.102208,5.103962,5.103962,0
2020-03-20,5.0948,5.097,4.9902,5.0942,5.0942,0
2020-03-23,5.0455,5.1332,5.006,5.0455,5.0455,0
2020-03-24,5.1417,5.1429,5.0388,5.1417,5.1417,0
2020-03-25,5.0986,5.10321,5.051,5.0981,5.0981,0
2020-03-26,5.031478,5.060156,4.9739,5.0337,5.0337,0
2020-03-27,5.0218,5.1162,4.981573,5.0226,5.0226,0
2020-03-30,5.1003,5.1756,5.077654,5.104629,5.104629,0
2020-03-31,5.190701,5.204,5.1665,5.1927,5.1927,0
2020-04-01,5.2039,5.2489,5.19839,5.2035,5.2035,0
2020-04-02,5.248,5.2759,5.2208,5.2482,5.2482,0
2020-04-03,5.255,5.3206,5.252046,5.2553,5.2553,0
2020-04-06,5.3404,5.3487,5.224,5.3485,5.3485,0
2020-04-07,5.2849,5.2864,5.185842,5.2853,5.2853,0
2020-04-08,5.2216,5.2447,5.1613,5.2217,5.2217,0
2020-04-09,5.1218,5.1505,5.05,5.1235,5.1235,0
2020-04-10,5.1058,5.1059,5.071152,5.1058,5.1058,0
2020-04-13,5.1056,5.2039,5.1048,5.1055,5.1055,0
2020-04-14,5.1986,5.2085,5.071872,5.1985,5.1985,0
2020-04-15,5.160036,5.2644,5.159709,5.162,5.162,0
2020-04-16,5.2382,5.2603,5.2025,5.237,5.237,0
2020-04-17,5.2325,5.2721,5.1995,5.2309,5.2309,0
2020-04-20,5.2337,5.2985,5.233072,5.2327,5.2327,0
2020-04-21,5.316,5.3173,5.312491,5.3154,5.3154,0
2020-04-22,5.3155,5.3975,5.3038,5.315,5.315,0
2020-04-23,5.4566,5.481,5.401,5.4569,5.4569,0
2020-04-24,5.5336,5.7135,5.5012,5.5331,5.5331,0
2020-04-27,5.5921,5.6825,5.5383,5.5726,5.5726,0
2020-04-28,5.6532,5.654,5.5472,5.6526,5.6526,0
2020-04-29,5.4966,5.520564,5.37303,5.4974,5.4974,0
2020-04-30,5.3349,5.4417,5.331065,5.3348,5.3348,0
2020-05-01,5.486,5.4895,5.4848,5.486,5.486,0
2020-05-04,5.4853,5.5991,5.481905,5.477,5.477,0
2020-05-05,5.539295,5.5627,5.481327,5.5406,5.5406,0
2020-05-06,5.5782,5.6865,5.57552,5.5781,5.5781,0
2020-05-07,5.7144,5.871,5.71152,5.7152,5.7152,0
2020-05-08,5.8308,5.8319,5.72125,5.828719,5.828719,0
2020-05-11,5.7308,5.8146,5.729079,5.477,5.477,0
2020-05-12,5.8171,5.821,5.7432,5.8171,5.8171,0
2020-05-13,5.885,5.9287,5.8181,5.8848,5.8848,0
2020-05-14,5.8863,5.966484,5.882761,5.8864,5.8864,0
2020-05-15,5.8094,5.8647,5.7611,5.8094,5.8094,0
2020-05-18,5.8547,5.8551,5.7065,5.8552,5.8552,0
2020-05-19,5.7192,5.7593,5.683305,5.719,5.719,0
2020-05-20,5.7549,5.7574,5.672,5.7552,5.7552,0
2020-05-21,5.6922,5.699414,5.566444,5.6905,5.6905,0
2020-05-22,5.5524,5.6182,5.5486,5.5524,5.5524,0
2020-05-25,5.4771,5.5338,5.440687,5.5287,5.5287,0
2020-05-26,5.4433,5.4449,5.3455,5.4434,5.4434,0
2020-05-27,5.3447,5.3523,5.268927,5.344,5.344,0
2020-05-28,5.2727,5.3564,5.268989,5.2727,5.2727,0
2020-05-29,5.4031,5.4575,5.338137,5.4036,5.4036,0
2020-06-01,5.3349,5.3951,5.311857,5.3348,5.3348,0
2020-06-02,5.366,5.3685,5.211941,5.3665,5.3665,0
2020-06-03,5.1991,5.2005,5.0178,5.1993,5.1993,0
2020-06-04,5.0618,5.137,5.023722,5.0616,5.0616,0
2020-06-05,5.117,5.1183,4.9334,5.1172,5.1172,0
2020-06-08,4.9594,4.9717,4.882455,4.9595,4.9595,0
2020-06-09,4.8215,4.9322,4.818516,4.8216,4.8216,0
2020-06-10,4.8995,4.9115,4.847563,4.8984,4.8984,0
2020-06-11,4.9726,4.9756,4.952904,4.9722,4.9722,0
2020-06-12,4.9751,5.1048,4.97245,4.975,4.975,0
2020-06-15,5.3613,5.3613,5.0466,5.0478,5.0478,0
2020-06-16,5.152805,5.2064,5.0478,5.153207,5.153207,0
2020-06-17,5.2428,5.2681,5.1841,5.2436,5.2436,0
2020-06-18,5.2274,5.373,5.224581,5.2279,5.2279,0
2020-06-19,5.3764,5.3807,5.3234,5.3772,5.3772,0
2020-06-22,5.1405,5.3132,5.1405,5.31,5.31,0
2020-06-23,5.2519,5.2544,5.1458,5.2519,5.2519,0
2020-06-24,5.151,5.3178,5.148539,5.151,5.151,0
2020-06-25,5.3477,5.3697,5.2658,5.3466,5.3466,0
2020-06-26,5.3597,5.4898,5.356802,5.3595,5.3595,0
2020-06-29,5.48473,5.4852,5.391565,5.4809,5.4809,0
2020-06-30,5.4024,5.5048,5.396723,5.4021,5.4021,0
2020-07-01,5.4614,5.465569,5.34,5.4617,5.4617,0
2020-07-02,5.3166,5.3407,5.2676,5.3162,5.3162,0
2020-07-03,5.3585,5.377,5.3144,5.3589,5.3589,0
2020-07-06,5.1405,5.3467,5.1405,5.3114,5.3114,0
2020-07-07,5.3541,5.395174,5.2853,5.3543,5.3543,0
2020-07-08,5.3777,5.3911,5.3184,5.3778,5.3778,0
2020-07-09,5.3426,5.3449,5.241,5.3426,5.3426,0
2020-07-10,5.335637,5.3895,5.322079,5.3378,5.3378,0
2020-07-13,5.3236,5.3693,5.314786,5.3269,5.3269,0
2020-07-14,5.4014,5.4496,5.3464,5.4015,5.4015,0
2020-07-15,5.367,5.3691,5.29016,5.3668,5.3668,0
2020-07-16,5.3666,5.384,5.330767,5.366948,5.366948,0
2020-07-17,5.3299,5.3572,5.314331,5.3307,5.3307,0
2020-07-20,5.3826,5.3868,5.3344,5.3853,5.3853,0
2020-07-21,5.3277,5.329,5.1804,5.3277,5.3277,0
2020-07-22,5.169,5.1959,5.0929,5.1698,5.1698,0
2020-07-23,5.1184,5.1949,5.115872,5.1181,5.1181,0
2020-07-24,5.2104,5.2497,5.182795,5.2106,5.2106,0
2020-07-27,5.2298,5.2325,5.153,5.2291,5.2291,0
2020-07-28,5.1431,5.197742,5.122965,5.141422,5.141422,0
2020-07-29,5.1514,5.1593,5.111319,5.1523,5.1523,0
2020-07-30,5.1686,5.2118,5.148353,5.1688,5.1688,0
2020-07-31,5.1533,5.2193,5.151209,5.1539,5.1539,0
2020-08-03,5.2217,5.3332,5.196744,5.2212,5.2212,0
2020-08-04,5.3187,5.3739,5.304333,5.3187,5.3187,0
2020-08-05,5.2902,5.2943,5.2325,5.2902,5.2902,0
2020-08-06,5.2908,5.36608,5.250092,5.2909,5.2909,0
2020-08-07,5.3304,5.4353,5.329171,5.3313,5.3313,0
2020-08-10,5.4371,5.4382,5.3474,5.4372,5.4372,0
2020-08-11,5.48,5.4837,5.399079,5.4805,5.4805,0
2020-08-12,5.3803,5.4833,5.377404,5.3804,5.3804,0
2020-08-13,5.4352,5.4359,5.357,5.435,5.435,0
2020-08-14,5.3669,5.42,5.357778,5.367,5.367,0
2020-08-17,5.4246,5.4765,5.40984,5.4208,5.4208,0
2020-08-18,5.5085,5.5098,5.4168,5.5083,5.5083,0
2020-08-19,5.4669,5.5046,5.434825,5.4654,5.4654,0
2020-08-20,5.5565,5.667801,5.540347,5.5564,5.5564,0
2020-08-21,5.5557,5.6315,5.552826,5.5559,5.5559,0
2020-08-24,5.6232,5.6236,5.557193,5.6186,5.6186,0
2020-08-25,5.6097,5.613491,5.556106,5.6106,5.6106,0
2020-08-26,5.5072,5.6056,5.505211,5.5074,5.5074,0
2020-08-27,5.6073,5.6174,5.557,5.6072,5.6072,0
2020-08-28,5.5685,5.5699,5.440155,5.5687,5.5687,0
2020-08-31,5.3909,5.4925,5.363298,5.39,5.39,0
2020-09-01,5.4914,5.4925,5.3557,5.4909,5.4909,0
2020-09-02,5.3967,5.422366,5.343658,5.3973,5.3973,0
2020-09-03,5.3384,5.3714,5.2876,5.3387,5.3387,0
2020-09-04,5.2901,5.3243,5.248,5.2899,5.2899,0
2020-09-07,5.303,5.3033,5.295871,5.301,5.301,0
2020-09-08,5.2984,5.4045,5.295667,5.2983,5.2983,0
2020-09-09,5.3612,5.3636,5.2827,5.3606,5.3606,0
2020-09-10,5.3074,5.315626,5.266363,5.3085,5.3085,0
2020-09-11,5.318638,5.3218,5.259,5.3205,5.3205,0
2020-09-14,5.3216,5.3222,5.282482,5.3162,5.3162,0
2020-09-15,5.2681,5.296,5.2193,5.2683,5.2683,0
2020-09-16,5.2746,5.2754,5.2225,5.2743,5.2743,0
2020-09-17,5.2362,5.2893,5.219995,5.236,5.236,0
2020-09-18,5.238,5.3081,5.192559,5.2378,5.2378,0
2020-09-21,5.3965,5.4947,5.385089,5.3898,5.3898,0
2020-09-22,5.413,5.4721,5.381,5.4126,5.4126,0
2020-09-23,5.4705,5.5568,5.467055,5.4699,5.4699,0
2020-09-24,5.5921,5.6212,5.5293,5.5924,5.5924,0
2020-09-25,5.5084,5.586,5.506018,5.5084,5.5084,0
2020-09-28,5.5586,5.6207,5.512735,5.5611,5.5611,0
2020-09-29,5.6601,5.6675,5.6084,5.6602,5.6602,0
2020-09-30,5.6305,5.6653,5.605298,5.6305,5.6305,0
2020-10-01,5.6093,5.6537,5.576709,5.6084,5.6084,0
2020-10-02,5.6424,5.6835,5.605516,5.642,5.642,0
2020-10-05,5.6842,5.6873,5.608517,5.6816,5.6816,0
2020-10-06,5.5734,5.5745,5.4845,5.5734,5.5734,0
2020-10-07,5.5928,5.634,5.551,5.5938,5.5938,0
2020-10-08,5.611,5.6431,5.581089,5.6113,5.6113,0
2020-10-09,5.5989,5.5998,5.5107,5.5986,5.5986,0
2020-10-12,5.5249,5.5323,5.5246,5.529,5.529,0
2020-10-13,5.53,5.6226,5.5217,5.5297,5.5297,0
2020-10-14,5.5679,5.580483,5.5331,5.5685,5.5685,0
2020-10-15,5.5907,5.644,5.588037,5.5905,5.5905,0
2020-10-16,5.6107,5.6394,5.5979,5.6112,5.6112,0
2020-10-19,5.6448,5.6459,5.568535,5.6448,5.6448,0
2020-10-20,5.6056,5.6239,5.5663,5.6056,5.6056,0
2020-10-21,5.6042,5.6255,5.571,5.6042,5.6042,0
2020-10-22,5.6071,5.6239,5.5732,5.6078,5.6078,0
2020-10-23,5.5912,5.6307,5.563704,5.5913,5.5913,0
2020-10-26,5.6182,5.6602,5.6116,5.6162,5.6162,0
2020-10-27,5.6227,5.6563,5.5994,5.6227,5.6227,0
2020-10-28,5.7051,5.7886,5.699979,5.7052,5.7052,0
2020-10-29,5.745,5.7863,5.7425,5.7449,5.7449,0
2020-10-30,5.7774,5.8035,5.735548,5.7778,5.7778,0
2020-11-02,5.7382,5.774,5.722023,5.7414,5.7414,0
2020-11-03,5.7412,5.7423,5.6506,5.7411,5.7411,0
2020-11-04,5.7554,5.7618,5.6479,5.7549,5.7549,0
2020-11-05,5.6627,5.6638,5.5393,5.663,5.663,0
2020-11-06,5.5236,5.5716,5.4526,5.5234,5.5234,0
2020-11-09,5.3646,5.3785,5.2236,5.3627,5.3627,0
2020-11-10,5.3841,5.4057,5.335909,5.3847,5.3847,0
2020-11-11,5.4138,5.4477,5.3761,5.4139,5.4139,0
2020-11-12,5.3904,5.431,5.3534,5.39,5.39,0
2020-11-13,5.455061,5.5226,5.451171,5.4567,5.4567,0
2020-11-16,5.4581,5.4581,5.3662,5.457,5.457,0
2020-11-17,5.4149,5.4198,5.337858,5.4149,5.4149,0
2020-11-18,5.3276,5.3388,5.275787,5.3272,5.3272,0
2020-11-19,5.3615,5.3713,5.295114,5.3617,5.3617,0
2020-11-20,5.3043,5.3898,5.285496,5.3045,5.3045,0
2020-11-23,5.3792,5.446,5.340487,5.3781,5.3781,0
2020-11-24,5.4394,5.4444,5.376184,5.4406,5.4406,0
2020-11-25,5.3726,5.3955,5.313,5.3726,5.3726,0
2020-11-26,5.322,5.3558,5.3043,5.3226,5.3226,0
2020-11-27,5.3353,5.3764,5.298853,5.3353,5.3353,0
2020-11-30,5.344,5.3914,5.275783,5.3425,5.3425,0
2020-12-01,5.3311,5.3597,5.2432,5.3311,5.3311,0
2020-12-02,5.2048,5.251585,5.20308,5.2049,5.2049,0
2020-12-03,5.2161,5.2268,5.118926,5.2163,5.2163,0
2020-12-04,5.1511,5.1823,5.1244,5.151,5.151,0
2020-12-07,5.1555,5.1673,5.0555,5.1544,5.1544,0
2020-12-08,5.0984,5.1244,5.0632,5.0983,5.0983,0
2020-12-09,5.1193,5.1613,5.0873,5.1197,5.1197,0
2020-12-10,5.1697,5.1701,5.0428,5.1697,5.1697,0
2020-12-11,5.024,5.0864,5.022274,5.0242,5.0242,0
2020-12-14,5.0656,5.1276,5.009974,5.0642,5.0642,0
2020-12-15,5.1178,5.1214,5.0758,5.1177,5.1177,0
2020-12-16,5.0808,5.136353,5.066868,5.078884,5.078884,0
2020-12-17,5.0824,5.0848,5.0417,5.0832,5.0832,0
2020-12-18,5.057,5.1146,5.054705,5.0569,5.0569,0
2020-12-21,5.101,5.2203,5.0977,5.1006,5.1006,0
2020-12-22,5.1218,5.1683,5.102396,5.118938,5.118938,0
2020-12-23,5.156904,5.2099,5.127974,5.156655,5.156655,0
2020-12-24,5.2155,5.2162,5.2098,5.2153,5.2153,0
2020-12-25,5.2153,5.2178,5.198794,5.2153,5.2153,0
2020-12-28,5.1754,5.3055,5.162493,5.2153,5.2153,0
2020-12-29,5.2452,5.2462,5.164862,5.2459,5.2459,0
2020-12-30,5.2086,5.230639,5.15601,5.2086,5.2086,0
2020-12-31,5.190624,5.191561,5.17247,5.190839,5.190839,0
2021-01-01,5.1921,5.199149,5.1916,5.1921,5.1921,0
2021-01-04,5.1728,5.2528,5.1164,5.1919,5.1919,0
2021-01-05,5.295,5.3503,5.2746,5.2953,5.2953,0
2021-01-06,5.2845,5.34668,5.231207,5.2841,5.2841,0
2021-01-07,5.3133,5.405568,5.2967,5.3129,5.3129,0
2021-01-08,5.4087,5.4114,5.3204,5.4088,5.4088,0
2021-01-11,5.4175,5.512,5.4146,5.412188,5.412188,0
2021-01-12,5.4883,5.4902,5.40577,5.4877,5.4877,0
2021-01-13,5.3211,5.35,5.2685,5.3214,5.3214,0
2021-01-14,5.2978,5.301479,5.2111,5.2975,5.2975,0
2021-01-15,5.1958,5.29164,5.193143,5.1958,5.1958,0
2021-01-18,5.2896,5.3206,5.235958,5.2913,5.2913,0
2021-01-19,5.295,5.3458,5.2441,5.2948,5.2948,0
2021-01-20,5.3562,5.3574,5.275,5.3567,5.3567,0
2021-01-21,5.2903,5.3969,5.233826,5.2905,5.2905,0
2021-01-22,5.3494,5.4617,5.346981,5.3495,5.3495,0
2021-01-25,5.466,5.4673,5.4633,5.4655,5.4655,0
2021-01-26,5.463792,5.4705,5.341591,5.4655,5.4655,0
2021-01-27,5.354,5.4173,5.3492,5.3538,5.3538,0
2021-01-28,5.4119,5.4541,5.388964,5.4126,5.4126,0
2021-01-29,5.437484,5.5037,5.411807,5.437989,5.437989,0
2021-02-01,5.4608,5.4825,5.417943,5.4608,5.4608,0
2021-02-02,5.4312,5.4335,5.3532,5.4305,5.4305,0
2021-02-03,5.365369,5.3905,5.3213,5.3669,5.3669,0
2021-02-04,5.350557,5.4276,5.336679,5.352,5.352,0
2021-02-05,5.4256,5.4531,5.344792,5.4257,5.4257,0
2021-02-08,5.3702,5.4161,5.3073,5.3692,5.3692,0
2021-02-09,5.3643,5.4448,5.357335,5.3643,5.3643,0
2021-02-10,5.3766,5.4321,5.3533,5.3767,5.3767,0
2021-02-11,5.3849,5.3925,5.33369,5.3849,5.3849,0
2021-02-12,5.3654,5.4076,5.357,5.3654,5.3654,0
2021-02-15,5.3688,5.3715,5.363756,5.3686,5.3686,0
2021-02-16,5.3678,5.3697,5.36508,5.368,5.368,0
2021-02-17,5.3695,5.4269,5.3644,5.3694,5.3694,0
2021-02-18,5.407808,5.4483,5.3864,5.4098,5.4098,0
2021-02-19,5.4255,5.465879,5.364963,5.4258,5.4258,0
2021-02-22,5.3818,5.528032,5.3776,5.3807,5.3807,0
2021-02-23,5.4648,5.4786,5.408785,5.4634,5.4634,0
2021-02-24,5.4395,5.447591,5.3897,5.4396,5.4396,0
2021-02-25,5.403075,5.5095,5.4018,5.402964,5.402964,0
2021-02-26,5.527746,5.5811,5.49,5.528025,5.528025,0
2021-03-01,5.6024,5.6069,5.5568,5.5976,5.5976,0
2021-03-02,5.6407,5.73,5.6372,5.6407,5.6407,0
2021-03-03,5.675,5.7691,5.668253,5.6751,5.6751,0
2021-03-04,5.616453,5.6354,5.5451,5.6175,5.6175,0
2021-03-05,5.6686,5.715438,5.6555,5.6683,5.6683,0
2021-03-08,5.691,5.757612,5.650807,5.6895,5.6895,0
2021-03-09,5.8746,5.8775,5.7995,5.8746,5.8746,0
2021-03-10,5.8012,5.8108,5.668088,5.8015,5.8015,0
2021-03-11,5.6711,5.6715,5.541,5.6711,5.6711,0
2021-03-12,5.5347,5.58089,5.5309,5.5348,5.5348,0
2021-03-15,5.495756,5.6525,5.495756,5.495156,5.495156,0
2021-03-16,5.6145,5.624927,5.5564,5.6145,5.6145,0
2021-03-17,5.623,5.6774,5.617529,5.6234,5.6234,0
2021-03-18,5.5832,5.5846,5.4761,5.5831,5.5831,0
2021-03-19,5.5587,5.5624,5.4602,5.5587,5.5587,0
2021-03-22,5.4893,5.5451,5.468639,5.493563,5.493563,0
2021-03-23,5.5053,5.544062,5.4747,5.5055,5.5055,0
2021-03-24,5.5197,5.5657,5.491139,5.5204,5.5204,0
2021-03-25,5.6197,5.6775,5.616953,5.6196,5.6196,0
2021-03-26,5.6488,5.716139,5.625531,5.6484,5.6484,0
2021-03-29,5.7525,5.8028,5.75,5.7524,5.7524,0
2021-03-30,5.7811,5.7986,5.732072,5.7808,5.7808,0
2021-03-31,5.7713,5.7727,5.6362,5.7716,5.7716,0
2021-04-01,5.6317,5.7057,5.6081,5.6313,5.6313,0
2021-04-02,5.7074,5.7098,5.7065,5.7074,5.7074,0
2021-04-05,5.7106,5.7109,5.6324,5.7106,5.7106,0
2021-04-06,5.6627,5.671903,5.599271,5.6627,5.6627,0
2021-04-07,5.5932,5.6149,5.5474,5.5932,5.5932,0
2021-04-08,5.612,5.6134,5.5646,5.6121,5.6121,0
2021-04-09,5.5668,5.6695,5.543353,5.5666,5.5666,0
2021-04-12,5.677,5.6999,5.6306,5.6793,5.6793,0
2021-04-13,5.7321,5.7533,5.6627,5.7322,5.7322,0
2021-04-14,5.7162,5.7311,5.662968,5.7163,5.7163,0
2021-04-15,5.6524,5.6566,5.5963,5.6529,5.6529,0
2021-04-16,5.613008,5.6748,5.5952,5.615,5.615,0
2021-04-19,5.587,5.6185,5.538676,5.5858,5.5858,0
2021-04-20,5.5444,5.5837,5.501899,5.5453,5.5453,0
2021-04-21,5.568,5.5698,5.54857,5.5679,5.5679,0
2021-04-22,5.568,5.5689,5.48016,5.5679,5.5679,0
2021-04-23,5.4433,5.5197,5.4242,5.4432,5.4432,0
2021-04-26,5.4771,5.4865,5.4376,5.4772,5.4772,0
2021-04-27,5.4351,5.4614,5.415767,5.4353,5.4353,0
2021-04-28,5.4509,5.4545,5.3852,5.451,5.451,0
2021-04-29,5.3414,5.377,5.338385,5.3414,5.3414,0
2021-04-30,5.3364,5.4355,5.316004,5.3364,5.3364,0
2021-05-03,5.4397,5.4517,5.372536,5.4397,5.4397,0
2021-05-04,5.4382,5.4781,5.4314,5.4381,5.4381,0
2021-05-05,5.4434,5.4443,5.3626,5.4426,5.4426,0
2021-05-06,5.3527,5.3725,5.2571,5.3527,5.3527,0
2021-05-07,5.273467,5.2903,5.2032,5.273431,5.273431,0
2021-05-10,5.2359,5.2488,5.1984,5.2355,5.2355,0
2021-05-11,5.2226,5.279,5.205,5.2222,5.2222,0
2021-05-12,5.2213,5.2669,5.21,5.2212,5.2212,0
2021-05-13,5.300813,5.3192,5.2516,5.3031,5.3031,0
2021-05-14,5.3074,5.3084,5.2505,5.3077,5.3077,0
2021-05-17,5.2696,5.3179,5.24997,5.2695,5.2695,0
2021-05-18,5.2717,5.2786,5.229191,5.2715,5.2715,0
2021-05-19,5.2596,5.3034,5.257332,5.2595,5.2595,0
2021-05-20,5.3084,5.3099,5.2753,5.308,5.308,0
2021-05-21,5.2814,5.3272,5.271,5.2813,5.2813,0
2021-05-24,5.3628,5.3663,5.3111,5.3618,5.3618,0
2021-05-25,5.3186,5.3205,5.2932,5.3185,5.3185,0
2021-05-26,5.3304,5.3394,5.2862,5.3307,5.3307,0
2021-05-27,5.3105,5.3122,5.25845,5.3105,5.3105,0
2021-05-28,5.2381,5.258425,5.217302,5.2382,5.2382,0
2021-05-31,5.2379,5.258302,5.1976,5.238,5.238,0
2021-06-01,5.2168,5.22,5.145081,5.2166,5.2166,0
2021-06-02,5.15,5.1718,5.0666,5.1497,5.1497,0
2021-06-03,5.0745,5.078,5.072352,5.0745,5.0745,0
2021-06-04,5.0766,5.1076,5.0537,5.0763,5.0763,0
2021-06-07,5.0447,5.0661,5.0183,5.0446,5.0446,0
2021-06-08,5.043358,5.0663,5.0199,5.0452,5.0452,0
2021-06-09,5.0352,5.0667,5.0183,5.0349,5.0349,0
2021-06-10,5.059751,5.0777,5.030888,5.0615,5.0615,0
2021-06-11,5.0545,5.1364,5.038696,5.0545,5.0545,0
2021-06-14,5.1169,5.1175,5.0542,5.117,5.117,0
2021-06-15,5.0588,5.1011,5.05622,5.0586,5.0586,0
2021-06-16,5.043097,5.049556,4.991703,5.0438,5.0438,0
2021-06-17,5.0541,5.0725,5.0078,5.0543,5.0543,0
2021-06-18,5.0073,5.0542,4.980168,5.0074,5.0074,0
2021-06-21,5.0959,5.096,5.0274,5.096,5.096,0
2021-06-22,5.0129,5.0425,4.9948,5.0131,5.0131,0
2021-06-23,4.956147,4.9771,4.9376,4.9571,4.9571,0
2021-06-24,4.9652,4.9706,4.9144,4.9652,4.9652,0
2021-06-25,4.9129,4.9436,4.893,4.9127,4.9127,0
2021-06-28,4.9146,4.9697,4.897337,4.9154,4.9154,0
2021-06-29,4.9245,4.9679,4.922471,4.9248,4.9248,0
2021-06-30,4.95318,5.0203,4.952957,4.9551,4.9551,0
2021-07-01,4.9691,5.046,4.9455,4.9692,4.9692,0
2021-07-02,5.045175,5.0704,4.9856,5.045102,5.045102,0
2021-07-05,5.0591,5.0901,5.013576,5.0592,5.0592,0
2021-07-06,5.08878,5.2001,5.0758,5.088459,5.088459,0
2021-07-07,5.193614,5.2791,5.1709,5.1953,5.1953,0
2021-07-08,5.228895,5.309,5.228037,5.2312,5.2312,0
2021-07-09,5.2582,5.2591,5.237449,5.258,5.258,0
2021-07-12,5.1962,5.2807,5.153448,5.2579,5.2579,0
2021-07-13,5.1728,5.238,5.150934,5.1727,5.1727,0
2021-07-14,5.1614,5.1641,5.0663,5.1624,5.1624,0
2021-07-15,5.0703,5.1216,5.055826,5.0699,5.0699,0
2021-07-16,5.1103,5.1239,5.0749,5.11,5.11,0
2021-07-19,5.1153,5.2153,5.111008,5.1154,5.1154,0
2021-07-20,5.2505,5.2915,5.2067,5.2509,5.2509,0
2021-07-21,5.2194,5.2752,5.217897,5.2199,5.2199,0
2021-07-22,5.185374,5.2214,5.16878,5.1873,5.1873,0
2021-07-23,5.1998,5.2016,5.1577,5.1996,5.1996,0
2021-07-26,5.198,5.2276,5.1629,5.1979,5.1979,0
2021-07-27,5.1754,5.2019,5.1476,5.1754,5.1754,0
2021-07-28,5.1686,5.171,5.128564,5.1691,5.1691,0
2021-07-29,5.1148,5.1159,5.042597,5.1148,5.1148,0
2021-07-30,5.0803,5.1522,5.0758,5.0804,5.0804,0
2021-08-02,5.2086,5.2143,5.1156,5.2087,5.2087,0
2021-08-03,5.1746,5.2712,5.1692,5.1746,5.1746,0
