Date,Open,High,Low,Close,Adj Close,Volume
2023-03-13,7.09,7.66,7.01,7.2,7.2,13763200
2023-03-10,7.84,8.44,7.12,7.31,7.31,31176000
2023-03-09,7.2,7.97,7.17,7.87,7.87,31057400
2023-03-08,7.11,8.0,7.11,7.21,7.21,33852500
2023-03-07,6.36,6.88,6.08,6.71,6.71,40561600
2023-03-06,5.63,6.72,5.52,6.35,6.35,67242000
2023-03-03,5.09,5.29,5.08,5.13,5.13,20032400
2023-03-02,5.19,5.23,5.03,5.06,5.06,12970700
2023-03-01,5.59,5.63,5.14,5.23,5.23,13030500
2023-02-28,5.62,5.71,5.53,5.53,5.53,11697400
2023-02-27,5.67,5.8,5.53,5.59,5.59,12274900
2023-02-24,5.59,5.77,5.51,5.65,5.65,14657000
2023-02-23,5.7,5.82,5.52,5.57,5.57,14964700
2023-02-22,5.9,5.92,5.61,5.68,5.68,8285200
2023-02-17,5.95,6.05,5.86,5.93,5.93,10590800
2023-02-16,6.06,6.12,5.86,5.97,5.97,12406300
2023-02-15,5.87,6.21,5.77,6.08,6.08,16452300
2023-02-14,6.21,6.32,5.83,5.86,5.86,17200500
2023-02-13,6.23,6.36,6.1,6.19,6.19,14172800
2023-02-10,6.65,6.78,6.16,6.29,6.29,16154200
2023-02-09,7.06,7.22,6.56,6.65,6.65,15574600
2023-02-08,7.58,7.68,6.98,7.04,7.04,17976300
2023-02-07,7.5,8.26,7.36,7.44,7.44,19732500
2023-02-06,7.81,7.83,7.5,7.62,7.62,7662000
2023-02-03,8.44,8.46,7.68,7.78,7.78,14402800
2023-02-02,7.42,8.64,7.41,8.45,8.45,24977100
2023-02-01,7.66,7.76,7.3,7.47,7.47,10942200
2023-01-31,7.48,7.75,7.4,7.66,7.66,9117700
2023-01-30,7.73,7.82,7.42,7.5,7.5,7981300
2023-01-27,7.93,7.95,7.66,7.73,7.73,10378400
2023-01-26,8.06,8.17,7.9,7.94,7.94,12537100
2023-01-25,7.66,8.07,7.56,8.02,8.02,11016600
2023-01-24,7.6,7.76,7.51,7.75,7.75,9555700
2023-01-23,7.69,7.91,7.5,7.54,7.54,10509400
2023-01-20,7.52,7.8,7.35,7.67,7.67,9937000
2023-01-19,7.36,7.56,7.22,7.52,7.52,13389300
2023-01-18,7.62,7.95,7.56,7.61,7.61,12046300
2023-01-17,7.52,7.67,7.34,7.52,7.52,9649300
2023-01-16,7.82,8.01,7.46,7.49,7.49,8137000
2023-01-13,8.19,8.22,7.82,7.9,7.9,7622800
2023-01-12,8.13,8.35,7.96,8.27,8.27,10125300
2023-01-11,8.13,8.28,7.93,8.19,8.19,7819800
2023-01-10,7.8,8.17,7.79,8.12,8.12,7987400
2023-01-09,7.43,7.99,7.33,7.93,7.93,7698600
2023-01-06,7.3,7.65,7.25,7.62,7.62,8020000
2023-01-05,6.89,7.36,6.78,7.35,7.35,8957300
2023-01-04,6.67,6.95,6.59,6.84,6.84,9380100
2023-01-03,6.9,7.11,6.58,6.63,6.63,9913400
2023-01-02,7.28,7.28,6.88,6.88,6.88,5078800
2022-12-29,7.55,7.8,7.34,7.34,7.34,6895500
2022-12-28,7.29,7.58,7.2,7.52,7.52,9592100
2022-12-27,7.5,7.57,7.14,7.22,7.22,9718400
2022-12-26,7.66,7.79,7.41,7.5,7.5,2680500
2022-12-23,7.25,7.84,7.24,7.58,7.58,11254900
2022-12-22,7.11,7.29,7.0,7.23,7.23,11662100
2022-12-21,7.0,7.22,6.83,7.14,7.14,12765000
2022-12-20,6.23,7.12,6.19,6.96,6.96,19386800
2022-12-19,6.15,6.42,6.09,6.26,6.26,16418900
2022-12-16,6.49,6.55,6.05,6.13,6.13,16578700
2022-12-15,6.93,7.13,6.48,6.48,6.48,20886900
2022-12-14,7.36,7.38,6.88,6.93,6.93,22445800
2022-12-13,7.64,7.78,7.37,7.4,7.4,11588200
2022-12-12,7.25,7.68,7.03,7.62,7.62,13185700
